source,test_type,df1,df2,test_comp,test_value,p_comp,reported_p,computed_p,raw,error,decision_error,one_tailed_in_txt,apa_factor,sourceFile,year,journal
2015-14-JML-Episodic-memory-does-not-add-up--Verbatim-gist-superposi_2015_Journal-of-Mem.pdf,t,NA,69,=,1.94,<,0.03,0.056467844381524,"t(69) = 1.94,p < .03",TRUE,TRUE,FALSE,0.18,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2015-14-JML-Episodic-memory-does-not-add-up--Verbatim-gist-superposi_2015_Journal-of-Mem.pdf,2015,JML
2015-04-LSP-dehghani-et-al-2014-the-subtlety-of-sound-accent-as-a-marker-for-culture.pdf,t,NA,13,=,1.85,=,0.04,0.0871695750756875,"t(13) = 1.85, p = .04",TRUE,TRUE,TRUE,0.65,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LSP/2015-04-LSP-dehghani-et-al-2014-the-subtlety-of-sound-accent-as-a-marker-for-culture.pdf,2015,LSP
2015-30-LAB-lab.5.2.04woo.pdf,F,1,25,=,4.203,<,0.05,0.0509781932784135,"F(1, 25) = 4.203, p < 0.05",TRUE,TRUE,TRUE,0.78,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LAB/2015-30-LAB-lab.5.2.04woo.pdf,2015,LAB
2016-14-BLC-S1366728914000844a.pdf,F,4,144,=,2.46,=,0.08,0.0480519581270323,"F(4, 144) = 2.46, p = .08",TRUE,TRUE,FALSE,0.8,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2016-14-BLC-S1366728914000844a.pdf,2016,BLC
2016-02-LSP-andrighetto-et-al-2016-excluded-from-all-humanity-animal-metaphors-exacerbate-the-consequences-of-social-exclusion.pdf,F,1,115,=,3.72,=,0.05,0.0562290566973671,"F(1, 115) = 3.72, p =.05",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LSP/2016-02-LSP-andrighetto-et-al-2016-excluded-from-all-humanity-animal-metaphors-exacerbate-the-consequences-of-social-exclusion.pdf,2016,LSP
2016-64-LCN-07-Against all odds_ exhaustive activation in lexical access of verb complementation options.pdf,t,NA,14,=,1.93,=,0.03,0.0741210802486444,"t(14)= 1.93, p = .03",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2016-64-LCN-07-Against all odds_ exhaustive activation in lexical access of verb complementation options.pdf,2016,LCN
2016-31-APS-S0142716415000338a.pdf,t,NA,14,=,2.03,=,0.031,0.0618054829725712,"t (14) = 2.03, p = .031",TRUE,TRUE,TRUE,0.53,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2016-31-APS-S0142716415000338a.pdf,2016,APS
2016-15-SLA-S027226311500039Xa.pdf,F,2,3.07,=,8.64,=,0.001,0.0548417155094272,"F(2, 3.07) = 8.64, p = .001",TRUE,TRUE,TRUE,0.68,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLA/2016-15-SLA-S027226311500039Xa.pdf,2016,SLA
2016-54-APS-S0142716415000624a.pdf,F,355,313,=,2.67,=,0.103,1.77191584430623e-18,"F (355, 313) = 2.67, p = .103",TRUE,TRUE,FALSE,0.39,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2016-54-APS-S0142716415000624a.pdf,2016,APS
2016-21-LaS-themistocleous-2015-seeking-an-anchorage-stability-and-variability-in-tonal-alignment-of-rising-prenuclear-pitch.pdf,F,1,7,=,0.57,=,0.05,0.474888777247676,"F(1, 7) = 0.57, p = .05",TRUE,TRUE,FALSE,0.76,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2016-21-LaS-themistocleous-2015-seeking-an-anchorage-stability-and-variability-in-tonal-alignment-of-rising-prenuclear-pitch.pdf,2016,LaS
2016-20-JML-Learning-structure-dependent-agreement-in-a-hierar_2016_Journal-of-Memory-an.pdf,t,NA,19,=,1.994,=,0.03,0.0607049526002426,"t(19) = 1.994, p = .030",TRUE,TRUE,FALSE,0.93,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2016-20-JML-Learning-structure-dependent-agreement-in-a-hierar_2016_Journal-of-Memory-an.pdf,2016,JML
2016-03-SLA-S0272263115000224a.pdf,Z,NA,NA,=,-3.3,=,0.741,9.6684828476755e-4,"Z = -3.30, p = .741",TRUE,TRUE,FALSE,0.52,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLA/2016-03-SLA-S0272263115000224a.pdf,2016,SLA
2017-59-BLC-S1366728916000778a.pdf,F,1,34,=,5.45,=,0.258,0.0256117990096407,"F (1, 34) =5.45, p = .258",TRUE,TRUE,FALSE,0.68,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2017-59-BLC-S1366728916000778a.pdf,2017,BLC
2017-31-BAL-EEG-beta-power-changes-reflect-motor-involvement-in-abstrac_2017_Brain-and-L.pdf,Z,NA,NA,=,1.918,<,0.05,0.0551110111483538,"z = 1.918, p < 0.05",TRUE,TRUE,TRUE,0.83,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2017-31-BAL-EEG-beta-power-changes-reflect-motor-involvement-in-abstrac_2017_Brain-and-L.pdf,2017,BAL
2017-21-LLT-21_03_li.pdf,F,1,29,=,4.07,=,0.028,0.0529905032602596,"F(1, 29) = 4.07, p = .028",TRUE,TRUE,FALSE,0.7,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LLT/2017-21-LLT-21_03_li.pdf,2017,LLT
2017-76-LCN-09-Facilitation and interference of phoneme repetition and phoneme similarity in speech productio.pdf,t,NA,17,=,-2.01,=,0.05,0.0605747413862069,"t(17) = -2.01, p = .05",TRUE,TRUE,FALSE,0.75,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2017-76-LCN-09-Facilitation and interference of phoneme repetition and phoneme similarity in speech productio.pdf,2017,LCN
2017-12-SLA-S027226311600022Xa.pdf,Chi2,2,NA,=,9.27,=,0.1,0.0097061070383496,"X2(2) = 9.27, p = .10",TRUE,TRUE,FALSE,0.96,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLA/2017-12-SLA-S027226311600022Xa.pdf,2017,SLA
2017-28-SLA-S0272263117000031a.pdf,F,1,33,=,3.739,=,0.005,0.0617719401652965,"F(1, 33) = 3.739, p = .005",TRUE,TRUE,FALSE,0.63,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLA/2017-28-SLA-S0272263117000031a.pdf,2017,SLA
2017-51-JPR-s10936-017-9525-8.pdf,F,1,14,=,4.54,<,0.05,0.0513244283907138,"F(1,14) = 4.54, p < .05",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JPR/2017-51-JPR-s10936-017-9525-8.pdf,2017,JPR
2017-28-APS-S014271641600045Xa.pdf,F,1,79,=,10.64,>,0.05,0.00163524431992987,"F (1, 79) = 10.64, p > .05",TRUE,TRUE,TRUE,0.77,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2017-28-APS-S014271641600045Xa.pdf,2017,APS
2017-08-SLA-S0272263116000127a.pdf,F,3,115,=,6.66,=,0.077,3.4664707132985e-4,"F(3, 115) = 6.66, p = .077",TRUE,TRUE,FALSE,0.4,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLA/2017-08-SLA-S0272263116000127a.pdf,2017,SLA
2018-11-BLC-S1366728916001140a.pdf,Z,NA,NA,=,24,=,0.423,2.78078423709941e-127,"Z =24, p = .423",TRUE,TRUE,FALSE,0.46,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2018-11-BLC-S1366728916001140a.pdf,2018,BLC
2018-29-BAL-Listening-beyond-seeing--Event-related-potentials-to-audiov_2018_Brain-and-L.pdf,F,1,23,=,3.98,=,0.05,0.0580240265490852,"F (1, 23) = 3.98, p = 0.05",TRUE,TRUE,FALSE,0.38,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2018-29-BAL-Listening-beyond-seeing--Event-related-potentials-to-audiov_2018_Brain-and-L.pdf,2018,BAL
2018-13-BLC-S136672891600119Xa.pdf,Z,NA,NA,=,-1.68,=,0.047,0.0929573157274401,"(z=-1.68, p = 0.047",TRUE,TRUE,FALSE,0.85,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2018-13-BLC-S136672891600119Xa.pdf,2018,BLC
2018-11-APS-S014271641700042Xa.pdf,t,NA,14,=,-1.91,=,0.038,0.0768369029353336,"t (14) = -1.91, p =.038",TRUE,TRUE,TRUE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2018-11-APS-S014271641700042Xa.pdf,2018,APS
2018-08-LaS-conwell-2017-token-frequency-effects-in-homophone-production-an-elicitation-study.pdf,Chi2,1,NA,=,9,=,0.34,0.00269979606326019,"2(1) = 9, p = 0.34",TRUE,TRUE,FALSE,0.8,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2018-08-LaS-conwell-2017-token-frequency-effects-in-homophone-production-an-elicitation-study.pdf,2018,LaS
2018-22-JPR-s10936-018-9574-7.pdf,F,1,44,=,3.449,<,0.05,0.0699916117015435,"F(1, 44) = 3.449, p < .05",TRUE,TRUE,FALSE,0.57,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JPR/2018-22-JPR-s10936-018-9574-7.pdf,2018,JPR
2018-23-LSP-pan-et-al-2017-what-you-say-is-what-you-get-how-self-disclosure-in-support-seeking-affects-language-use-in-support.pdf,t,NA,524,=,1.28,<,0.05,0.201111512761209,"t(524) = 1.28, p < .05",TRUE,TRUE,FALSE,0.75,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LSP/2018-23-LSP-pan-et-al-2017-what-you-say-is-what-you-get-how-self-disclosure-in-support-seeking-affects-language-use-in-support.pdf,2018,LSP
2018-14-LaS-hayes-harb-et-al-2017-orthographic-input-and-the-acquisition-of-german-final-devoicing-by-native-speakers-of-english.pdf,F,1,24,=,32.413,=,0.113,7.27746440574117e-6,"F(1, 24) = 32.413, p = 0.113",TRUE,TRUE,TRUE,0.95,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2018-14-LaS-hayes-harb-et-al-2017-orthographic-input-and-the-acquisition-of-german-final-devoicing-by-native-speakers-of-english.pdf,2018,LaS
2018-41-APS-S0142716418000267a.pdf,F,4,4,=,6.53,=,0.105,0.0482249091342819,"F (4, 4) = 6.53, p = .105",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2018-41-APS-S0142716418000267a.pdf,2018,APS
2019-28-BAL-fMRI-evidence-that-left-posterior-temporal-cortex-contributes_2019_Brain-and.pdf,F,1,23,=,3.1,=,0.05,0.0915849661338249,"F(1, 23) = 3.1, p = .05",TRUE,TRUE,FALSE,0.55,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2019-28-BAL-fMRI-evidence-that-left-posterior-temporal-cortex-contributes_2019_Brain-and.pdf,2019,BAL
2019-44-JCL-S0305000919000278a.pdf,F,1,88,=,3.856,=,0.045,0.0527253331171451,"F(1,88) =3.856, p = .045",TRUE,TRUE,FALSE,0.57,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2019-44-JCL-S0305000919000278a.pdf,2019,JCL
2019-36-JCL-S0305000919000126a.pdf,F,1,220,=,3842,=,0.051,2.8010336715262996e-141,"F(1,220) = 3,842, p = .051",TRUE,TRUE,FALSE,0.65,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2019-36-JCL-S0305000919000126a.pdf,2019,JCL
2019-16-LLT-23_3_10125-44700.pdf,t,NA,298,=,-1.83,<,0.05,0.0682487576162139,"t(298) = -1.83, p < 0.05",TRUE,TRUE,FALSE,0.98,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LLT/2019-16-LLT-23_3_10125-44700.pdf,2019,LLT
2019-64-JPR-s10936-019-09684-5.pdf,F,33,1,=,7.185,=,0.012,0.288515542437832,"F(33,1) = 7.185, p =0.012",TRUE,TRUE,FALSE,0.39,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JPR/2019-64-JPR-s10936-019-09684-5.pdf,2019,JPR
2019-58-BAL-Test-retest-reliability-in-an-fMRI-study-of-naming-in-d_2019_Brain-and-Langu.pdf,t,NA,14,=,0.36,<,0.01,0.724220019681233,"t(14) = 0.36, p < .01",TRUE,TRUE,TRUE,0.45,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2019-58-BAL-Test-retest-reliability-in-an-fMRI-study-of-naming-in-d_2019_Brain-and-Langu.pdf,2019,BAL
2019-16-JCL-S030500091800048Xa.pdf,r,NA,57,=,0.27,=,0.06,0.0386290137541344,"r(57) = 0.27, p = .06",TRUE,TRUE,FALSE,0.62,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2019-16-JCL-S030500091800048Xa.pdf,2019,JCL
2019-59-BAL-Testing-the-influence-of-musical-expertise-on-novel-word-learni_2019_Brain-a.pdf,F,1,24,=,4.01,=,0.05,0.0566532456408332,"F(1,24) = 4.01, p = .05",TRUE,TRUE,FALSE,0.67,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2019-59-BAL-Testing-the-influence-of-musical-expertise-on-novel-word-learni_2019_Brain-a.pdf,2019,BAL
2019-20-LSP-lehnert-horstermann-2018-the-role-of-implicit-nationality-preference-in-speaker-evaluations-in-the-multilingual-context.pdf,Z,NA,NA,=,-1.64,=,0.05,0.101005166948207,"z = -1.64, p = .050",TRUE,TRUE,FALSE,0.81,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LSP/2019-20-LSP-lehnert-horstermann-2018-the-role-of-implicit-nationality-preference-in-speaker-evaluations-in-the-multilingual-context.pdf,2019,LSP
2020-67-LCN-07-Integration and structure building across a sentence boundary_ ERP indicators of definite_inde.pdf,t,NA,207,=,2.3,=,0.067,0.0224449367992809,"t(207) = 2.30, p = .067",TRUE,TRUE,FALSE,0.4,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2020-67-LCN-07-Integration and structure building across a sentence boundary_ ERP indicators of definite_inde.pdf,2020,LCN
2020-18-LCN-01-Thematic influences on word-to-text integration across a sentence boundary.pdf,F,2,58,=,3.25,=,0.062,0.0459388467972296,"F(2, 58) = 3.25,p = .062",TRUE,TRUE,FALSE,0.33,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2020-18-LCN-01-Thematic influences on word-to-text integration across a sentence boundary.pdf,2020,LCN
2020-11-LaS-gilbers-et-al-2019-regional-variation-in-west-and-east-coast-african-american-english-prosody-and-rap-flows.pdf,t,NA,14,=,1.863,=,0.044,0.0835760740782782,"t(14) = 1.863, p = 0.044",TRUE,TRUE,TRUE,0.82,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2020-11-LaS-gilbers-et-al-2019-regional-variation-in-west-and-east-coast-african-american-english-prosody-and-rap-flows.pdf,2020,LaS
2020-12-BAL-Co-activation-of-the-L2-during-L1-auditory-processing--An-E_2020_Brain-and-L.pdf,F,8,216,=,2.13,=,0.078,0.0342392445614465,"F(8,216) = 2.13, p = .078",TRUE,TRUE,FALSE,0.91,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2020-12-BAL-Co-activation-of-the-L2-during-L1-auditory-processing--An-E_2020_Brain-and-L.pdf,2020,BAL
2020-74-BLC-S1366728920000309a.pdf,Z,NA,NA,=,0.029,=,0.029,0.976864590595379,"(z = 0.029, p = 0.029",TRUE,TRUE,TRUE,0.83,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2020-74-BLC-S1366728920000309a.pdf,2020,BLC
2020-12-LCN-01-Enough time to get results_ An ERP investigation of prediction with complex events.pdf,t,NA,28,=,2.2,=,0.15,0.0362254847788378,"t(28) = 2.20, p =0.15",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2020-12-LCN-01-Enough time to get results_ An ERP investigation of prediction with complex events.pdf,2020,LCN
2020-46-LCN-04-The cost of learning new meanings for familiar words.pdf,Chi2,4,NA,=,5.8,<,0.05,0.214590558219988,"[2(4) = 5.8, p < .05",TRUE,TRUE,FALSE,0.51,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2020-46-LCN-04-The cost of learning new meanings for familiar words.pdf,2020,LCN
2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf,F,1,183,=,2.61,=,0.05,0.107914474645742,"F(1, 183) = 2.61, p = .05",TRUE,TRUE,FALSE,0.71,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LSP/2020-35-LSP-st-cyr-brisini-solomon-2020-building-expertise-effects-of-experience-claims-on-responses-to-advice.pdf,2020,LSP
2020-20-APS-S0142716420000077a.pdf,Z,NA,NA,=,2.26,=,0.15,0.0238212508370941,"z = 2.26,p = .15",TRUE,TRUE,FALSE,1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2020-20-APS-S0142716420000077a.pdf,2020,APS
2021-22-LaS-kessler-et-al-2020-activation-of-literal-word-meanings-in-idioms-evidence-from-eye-tracking-and-erp-experiments.pdf,Z,NA,NA,=,78,=,0.32,0,"(Z = 78, p = .32",TRUE,TRUE,FALSE,0.44,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2021-22-LaS-kessler-et-al-2020-activation-of-literal-word-meanings-in-idioms-evidence-from-eye-tracking-and-erp-experiments.pdf,2021,LaS
2021-51-JML-The-influence-of-prior-knowledge-on-the-formation-of_2021_Journal-of-Memory-.pdf,t,NA,254,=,2.25,>,0.1,0.0253053484387896,"t(254) = 2.25, p > .1",TRUE,TRUE,FALSE,0.77,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2021-51-JML-The-influence-of-prior-knowledge-on-the-formation-of_2021_Journal-of-Memory-.pdf,2021,JML
2021-32-JML-Ordinary-memory-processes-in-the-design-of-refer_2021_Journal-of-Memory-and-.pdf,Z,NA,NA,=,1.88,=,0.03,0.0601080779223996,"z =1.88, p = 0.030",TRUE,TRUE,TRUE,0.53,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2021-32-JML-Ordinary-memory-processes-in-the-design-of-refer_2021_Journal-of-Memory-and-.pdf,2021,JML
2021-09-LaS-destruel-fery-2020-prominence-in-french-dual-focus.pdf,Z,NA,NA,=,1.86,<,0.05,0.0628855259615054,"z = 1.86, p <.05",TRUE,TRUE,FALSE,0.1,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2021-09-LaS-destruel-fery-2020-prominence-in-french-dual-focus.pdf,2021,LaS
2021-42-BAL-Memory-after-visual-search--Overlapping-phonology--shared-mea_2021_Brain-and.pdf,Z,NA,NA,=,2.49,=,0.126,0.0127743095298863,"z = 2.49, p = .126",TRUE,TRUE,TRUE,0.17,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2021-42-BAL-Memory-after-visual-search--Overlapping-phonology--shared-mea_2021_Brain-and.pdf,2021,BAL
2021-00-BLC-S1366728920000024a.pdf,Z,NA,NA,=,2.12,=,0.09,0.0340060452952656,"z = 2.12, p = .09",TRUE,TRUE,TRUE,0.19,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2021-00-BLC-S1366728920000024a.pdf,2021,BLC
2021-59-BLC-S1366728921000201a.pdf,F,1,46,=,2.66,=,0.01,0.109729601580112,"F(1,46) = 2.66, p = 0.01",TRUE,TRUE,FALSE,0.25,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2021-59-BLC-S1366728921000201a.pdf,2021,BLC
2021-56-BAL-Resting-state-EEG-network-modularity-predicts-literacy-skill_2021_Brain-and-.pdf,r,NA,87,=,0.209,=,0.052,0.0493454880698919,"r(87) = 0.209, p =.052",TRUE,TRUE,TRUE,0.67,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2021-56-BAL-Resting-state-EEG-network-modularity-predicts-literacy-skill_2021_Brain-and-.pdf,2021,BAL
2021-60-BAL-Spoken-words-activate-native-and-non-native-letter-to-sound_2021_Brain-and-L.pdf,Z,NA,NA,=,2,=,0.059,0.0455002638963584,"z = 2.00, p = .059",TRUE,TRUE,FALSE,0.5,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2021-60-BAL-Spoken-words-activate-native-and-non-native-letter-to-sound_2021_Brain-and-L.pdf,2021,BAL
2022-24-JML-Orthographic-priming-from-unrelated-primes--Heterogeneou_2022_Journal-of-Mem.pdf,Chi2,10,NA,=,10.64,=,0.032,0.386244114768548,"2(10) = 10.64, p =.032",TRUE,TRUE,FALSE,0.92,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JML/2022-24-JML-Orthographic-priming-from-unrelated-primes--Heterogeneou_2022_Journal-of-Mem.pdf,2022,JML
2022-04-BAL-Attention-and-regulation-during-emotional-word-comprehension-i_2022_Brain-an.pdf,F,8,344,=,2.093,=,0.072,0.0358687652258279,"F(8, 344) = 2.093, p = .072",TRUE,TRUE,TRUE,0.46,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2022-04-BAL-Attention-and-regulation-during-emotional-word-comprehension-i_2022_Brain-an.pdf,2022,BAL
2022-16-BAL-Developmental-differences-of-large-scale-functional-brain-n_2022_Brain-and-L.pdf,F,1,34,=,3.39,=,0.041,0.0743323134570395,"F(1,34) = 3.39, p = 0.041",TRUE,TRUE,FALSE,0.32,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2022-16-BAL-Developmental-differences-of-large-scale-functional-brain-n_2022_Brain-and-L.pdf,2022,BAL
2022-53-LCN-05-Language comprehension may depend on who you are_ how personality traits and social presence s.pdf,F,1,105.45,=,4.2,=,0.43,0.0429061266464706,"F(1,105.45) = 4.2, p = .43",TRUE,TRUE,FALSE,0.41,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2022-53-LCN-05-Language comprehension may depend on who you are_ how personality traits and social presence s.pdf,2022,LCN
2022-03-LAB-lab.18025.mai.pdf,Z,NA,NA,=,160,=,0.694,0,"(Z = 160.00,p = .694",TRUE,TRUE,TRUE,0.06,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LAB/2022-03-LAB-lab.18025.mai.pdf,2022,LAB
2022-26-LaS-liu-et-al-2021-context-matters-for-tone-and-intonation-processing-in-mandarin.pdf,Chi2,2,NA,=,3.22,=,0.02,0.199887614075144,"2(2) = 3.22, p = 0.02",TRUE,TRUE,FALSE,0.95,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2022-26-LaS-liu-et-al-2021-context-matters-for-tone-and-intonation-processing-in-mandarin.pdf,2022,LaS
2022-24-LCN-02-It_s about time_ Time as a parameter for lexical and syntactic processing_ an eye-tracking-whi.pdf,Chi2,32,NA,=,38.9,<,0.001,0.186905356392672,"2(32) = 38.90, p < .001",TRUE,TRUE,FALSE,0.26,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2022-24-LCN-02-It_s about time_ Time as a parameter for lexical and syntactic processing_ an eye-tracking-whi.pdf,2022,LCN
2022-30-JCL-S0305000921000234a.pdf,F,42,1,=,21.54,<,0.001,0.169552424390984,"F(42, 1) =21.54, p < .001",TRUE,TRUE,FALSE,0.83,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/JCL/2022-30-JCL-S0305000921000234a.pdf,2022,JCL
2022-38-BLC-S1366728921001085a.pdf,Z,NA,NA,=,-0.9,=,0.05,0.368120250693519,"z = -0.9, p = .050",TRUE,TRUE,FALSE,0.93,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2022-38-BLC-S1366728921001085a.pdf,2022,BLC
2023-22-LCN-02-Early_ emotional and embodied_ Processing of emotional words and body words in the native and .pdf,F,64,2,=,3.188,=,0.048,0.268127435069259,"F(64,2) = 3.188, p = .048",TRUE,TRUE,FALSE,0.82,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2023-22-LCN-02-Early_ emotional and embodied_ Processing of emotional words and body words in the native and .pdf,2023,LCN
2023-30-BAL-Interactions-of-lexical-and-conceptual-representations--E_2023_Brain-and-Lan.pdf,F,4,29,=,2.46,<,0.05,0.0675876775181969,"F(4,29) = 2.46, p <.05",TRUE,TRUE,FALSE,0.43,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BAL/2023-30-BAL-Interactions-of-lexical-and-conceptual-representations--E_2023_Brain-and-Lan.pdf,2023,BAL
2023-04-SLA-S0272263122000043a.pdf,F,1.46,4.05,=,5.05,=,0.02,0.083145835224263,"F(1.46, 4.05) = 5.05, p = .02",TRUE,TRUE,FALSE,0.29,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/SLA/2023-04-SLA-S0272263122000043a.pdf,2023,SLA
2023-05-LaS-bromberek-dyzman-et-al-2022-task-effects-in-irony-comprehension-in-english-as-a-foreign-language.pdf,F,1,139,=,0.064,=,0.034,0.800655712725066,"F(1, 139) = .064, p = .034",TRUE,TRUE,FALSE,0.76,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LaS/2023-05-LaS-bromberek-dyzman-et-al-2022-task-effects-in-irony-comprehension-in-english-as-a-foreign-language.pdf,2023,LaS
2023-26-BLC-S136672892200061Xa.pdf,F,1,138,=,2.775,<,0.01,0.0980150778398472,"F (1, 138) = 2.775, p < .01",TRUE,TRUE,FALSE,0.62,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/BLC/2023-26-BLC-S136672892200061Xa.pdf,2023,BLC
2023-44-LCN-04-Priming asymmetry persists in German-English-French trilinguals_ the sense model modified for .pdf,t,NA,7,=,2.36,=,0.01,0.0503412882745557,"t (7) = 2.36, p = .01",TRUE,TRUE,FALSE,0.95,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2023-44-LCN-04-Priming asymmetry persists in German-English-French trilinguals_ the sense model modified for .pdf,2023,LCN
2023-22-APS-S0142716423000176a.pdf,F,1,40,=,6.01,=,0.061,0.0186883895671361,"F(1, 40) = 6.01, p = .061",TRUE,TRUE,FALSE,0.66,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/APS/2023-22-APS-S0142716423000176a.pdf,2023,APS
2023-27-LCN-02-Processing conventional and non-conventional multiword units_ evidence of similarity-based gen.pdf,t,NA,22,=,2.11,=,0.07,0.0464614689922811,"t (22) =2.11, p = .07",TRUE,TRUE,FALSE,0.52,C:/Users/darae/Documents/UiO/ILN2200/statcheck-linguistics/Journals/LCN/2023-27-LCN-02-Processing conventional and non-conventional multiword units_ evidence of similarity-based gen.pdf,2023,LCN
